"","X","Lieu","ACCES_PMR","Latitude","Longitude","Icon","Couleur"
"55",55,"Porte d'accès spectateurs","Non",48.8640592289665,2.32395214966092,"sign-in","maroon"
"56",56,"Porte d'accès spectateurs","Non",48.7519019142,2.06850538894,"sign-in","maroon"
"57",57,"Porte d'accès spectateurs","Non",48.8414586769114,2.25441801402052,"sign-in","maroon"
"58",58,"Porte d'accès spectateurs","Non",48.8424638818339,2.25405685347372,"sign-in","maroon"
"59",59,"Porte d'accès spectateurs","Non",48.8423732737802,2.25425159029122,"sign-in","maroon"
"60",60,"Porte d'accès spectateurs","Non",48.8404697945464,2.25196965883449,"sign-in","maroon"
"61",61,"Porte d'accès spectateurs","Oui",48.8303235712117,2.29189987483011,"sign-in","maroon"
"62",62,"Porte d'accès spectateurs","Non",48.9228958453,2.35961863487,"sign-in","maroon"
"63",63,"Porte d'accès spectateurs","Non",48.8627409486,2.30982491896,"sign-in","maroon"
"64",64,"Porte d'accès spectateurs","Non",48.862938,2.313462,"sign-in","maroon"
"65",65,"Porte d'accès spectateurs","Non",48.9247352507,2.36214432465,"sign-in","maroon"
"66",66,"Porte d'accès spectateurs","Non",48.8644034949,2.31041615325,"sign-in","maroon"
"67",67,"Ilots de fraicheur","Non renseigné",48.8778147829116,2.28237578485469,"leaf","lightblue"
"68",68,"Porte d'accès spectateurs","Non",48.9229434309,2.36091414115,"sign-in","maroon"
"69",69,"Ilots de fraicheur","Non renseigné",48.887455879126,2.31630061579977,"leaf","lightblue"
"70",70,"Porte d'accès spectateurs","Non",48.9247352507,2.36214432465,"sign-in","maroon"
"71",71,"Ilots de fraicheur","Non renseigné",48.8362581375033,2.31620129125383,"leaf","lightblue"
"72",72,"Porte d'accès spectateurs","Non",48.894441529554,2.2297421698567,"sign-in","maroon"
"73",73,"Ilots de fraicheur","Non renseigné",48.854474988524,2.22824058089775,"leaf","lightblue"
"74",74,"Porte d'accès spectateurs","Non",48.7892804309,2.03471136084,"sign-in","maroon"
"75",75,"Ilots de fraicheur","Non renseigné",48.826386362379,2.31771532898077,"leaf","lightblue"
"76",76,"Porte d'accès spectateurs","Oui",48.8646761029114,2.63309890413305,"sign-in","maroon"
"77",77,"Ilots de fraicheur","Non renseigné",48.8435373671749,2.29970559189796,"leaf","lightblue"
"78",78,"Porte d'accès spectateurs","Oui",48.8646761029114,2.63309890413305,"sign-in","maroon"
"79",79,"Ilots de fraicheur","Non renseigné",48.8834295630725,2.29438598210451,"leaf","lightblue"
"80",80,"Porte d'accès spectateurs","Non",48.8640592289665,2.32395214966092,"sign-in","maroon"
"81",81,"Ilots de fraicheur","Non renseigné",48.832438125479,2.40744518493895,"leaf","lightblue"
"82",82,"Porte d'accès spectateurs","Non",48.8660046457718,2.31929556363355,"sign-in","maroon"
"83",83,"Ilots de fraicheur","Non renseigné",48.8306412275042,2.30545023365664,"leaf","lightblue"
"84",84,"Porte d'accès spectateurs","Non",48.8660046457718,2.31929556363355,"sign-in","maroon"
"85",85,"Ilots de fraicheur","Non renseigné",48.8713007126422,2.38661371897455,"leaf","lightblue"
"86",86,"Porte d'accès spectateurs","Oui",48.7553581421948,2.07435244161104,"sign-in","maroon"
"87",87,"Ilots de fraicheur","Non renseigné",48.8792945980885,2.30898632029257,"leaf","lightblue"
"88",88,"Porte d'accès spectateurs","Non",48.841099478888,2.25432791648506,"sign-in","maroon"
"89",89,"Ilots de fraicheur","Non renseigné",48.8333011635429,2.42175363780326,"leaf","lightblue"
"90",90,"Porte d'accès spectateurs","Non",48.8415208504697,2.2517387615206,"sign-in","maroon"
"91",91,"Ilots de fraicheur","Non renseigné",48.8386277545537,2.42260925787433,"leaf","lightblue"
"92",92,"Porte d'accès spectateurs","Non",48.8457444238879,2.25055346766689,"sign-in","maroon"
"93",93,"Ilots de fraicheur","Non renseigné",48.8872938717625,2.39762557161141,"leaf","lightblue"
"94",94,"Porte d'accès spectateurs","Oui",48.8303235712117,2.29189987483011,"sign-in","maroon"
"95",95,"Ilots de fraicheur","Non renseigné",48.861619907748,2.40064448579915,"leaf","lightblue"
"96",96,"Porte d'accès spectateurs","Non",48.9247352507,2.36214432465,"sign-in","maroon"
"97",97,"Ilots de fraicheur","Non renseigné",48.8683800859183,2.38362350047034,"leaf","lightblue"
"98",98,"Porte d'accès spectateurs","Non",48.9231901149,2.36173360322,"sign-in","maroon"
"99",99,"Ilots de fraicheur","Non renseigné",48.8588793998502,2.39933411939465,"leaf","lightblue"
"100",100,"Porte d'accès spectateurs","Non",48.9259517186,2.36185430266,"sign-in","maroon"
"101",101,"Ilots de fraicheur","Non renseigné",48.8718234413425,2.27233166176514,"leaf","lightblue"
"102",102,"Porte d'accès spectateurs","Non",48.8523035257,2.30145034148,"sign-in","maroon"
"103",103,"Ilots de fraicheur","Non renseigné",48.8538208858584,2.35871327234077,"leaf","lightblue"
"104",104,"Porte d'accès spectateurs","Non",48.9230967599,2.35841164049,"sign-in","maroon"
"105",105,"Ilots de fraicheur","Non renseigné",48.8561983935556,2.38088719033479,"leaf","lightblue"
"106",106,"Porte d'accès spectateurs","Non",48.8632381178208,2.28743731766998,"sign-in","maroon"
"107",107,"Ilots de fraicheur","Non renseigné",48.8643460113113,2.30667375201206,"leaf","lightblue"
"108",108,"Porte d'accès spectateurs","Non",48.8643409237578,2.29317241316487,"sign-in","maroon"
"109",109,"Ilots de fraicheur","Non renseigné",48.8854011983373,2.34363926529486,"leaf","lightblue"
"110",110,"Porte d'accès spectateurs","Non",48.8947095677464,2.2289482359877,"sign-in","maroon"
"111",111,"Ilots de fraicheur","Non renseigné",48.8859243625088,2.34186779117006,"leaf","lightblue"
"112",112,"Porte d'accès spectateurs","Non",48.8628608562293,2.28649444260176,"sign-in","maroon"
"113",113,"Ilots de fraicheur","Non renseigné",48.8342864672032,2.44468271711237,"leaf","lightblue"
"114",114,"Porte d'accès spectateurs","Non",48.8658337681539,2.31364991618237,"sign-in","maroon"
"115",115,"Ilots de fraicheur","Non renseigné",48.8279481413486,2.29693043011642,"leaf","lightblue"
"116",116,"Porte d'accès spectateurs","Non",48.8104571671796,2.11247911754921,"sign-in","maroon"
"117",117,"Ilots de fraicheur","Non renseigné",48.8650478284563,2.23763061984493,"leaf","lightblue"
"118",118,"Porte d'accès spectateurs","Non",48.8663511039785,2.32259186526137,"sign-in","maroon"
"119",119,"Ilots de fraicheur","Non renseigné",48.8687537159069,2.27236042807684,"leaf","lightblue"
"120",120,"Porte d'accès spectateurs","Non",48.8413388120179,2.25435352622532,"sign-in","maroon"
"121",121,"Ilots de fraicheur","Non renseigné",48.8347238064333,2.29316276271339,"leaf","lightblue"
"122",122,"Porte d'accès spectateurs","Non",48.846804192248,2.25101409780507,"sign-in","maroon"
"123",123,"Ilots de fraicheur","Non renseigné",48.8976351767372,2.37721259940083,"leaf","lightblue"
"124",124,"Porte d'accès spectateurs","Non",48.847425738906,2.25093232144923,"sign-in","maroon"
"125",125,"Ilots de fraicheur","Non renseigné",48.8756165887171,2.35401482091204,"leaf","lightblue"
"126",126,"Porte d'accès spectateurs","Non",48.847425738906,2.25093232144923,"sign-in","maroon"
"127",127,"Ilots de fraicheur","Non renseigné",48.8728826763412,2.28935801674735,"leaf","lightblue"
"128",128,"Porte d'accès spectateurs","Non",48.8480217654228,2.24947671709736,"sign-in","maroon"
"129",129,"Ilots de fraicheur","Non renseigné",48.8397237744768,2.35048393037294,"leaf","lightblue"
"130",130,"Porte d'accès spectateurs","Non",48.8319207619157,2.28858635834884,"sign-in","maroon"
"131",131,"Ilots de fraicheur","Non renseigné",48.8249802757098,2.44470918790518,"leaf","lightblue"
"132",132,"Porte d'accès spectateurs","Non",48.9234350877,2.362444388,"sign-in","maroon"
"133",133,"Ilots de fraicheur","Non renseigné",48.8568580760088,2.36221336483119,"leaf","lightblue"
"134",134,"Porte d'accès spectateurs","Non",48.9236607257,2.35802540264,"sign-in","maroon"
"135",135,"Ilots de fraicheur","Non renseigné",48.8572305032435,2.37098358913862,"leaf","lightblue"
"136",136,"Porte d'accès spectateurs","Non",48.9251498645,2.36230491378,"sign-in","maroon"
"137",137,"Ilots de fraicheur","Non renseigné",48.8952411631808,2.37743105144146,"leaf","lightblue"
"138",138,"Porte d'accès spectateurs","Non",48.9231901149,2.36173360322,"sign-in","maroon"
"139",139,"Ilots de fraicheur","Non renseigné",48.8399046287096,2.29797643193975,"leaf","lightblue"
"140",140,"Porte d'accès spectateurs","Non",48.9234350877,2.362444388,"sign-in","maroon"
"141",141,"Ilots de fraicheur","Non renseigné",48.86220356589,2.37227738475629,"leaf","lightblue"
"142",142,"Porte d'accès spectateurs","Non",48.9258981074,2.35856033053,"sign-in","maroon"
"143",143,"Ilots de fraicheur","Non renseigné",48.8894886435067,2.29863312590518,"leaf","lightblue"
"144",144,"Porte d'accès spectateurs","Non",48.8553977604084,2.29050165691003,"sign-in","maroon"
"145",145,"Ilots de fraicheur","Non renseigné",48.8239560080301,2.44505767152237,"leaf","lightblue"
"146",146,"Porte d'accès spectateurs","Non",48.8591823934832,2.29337003292662,"sign-in","maroon"
"147",147,"Ilots de fraicheur","Non renseigné",48.8561154070477,2.35602743914669,"leaf","lightblue"
"148",148,"Porte d'accès spectateurs","Non",48.8046105362686,2.10638035389609,"sign-in","maroon"
"149",149,"Ilots de fraicheur","Non renseigné",48.8466526765937,2.41254841406811,"leaf","lightblue"
"150",150,"Ilots de fraicheur","Non renseigné",48.8638648898586,2.25062001959102,"leaf","lightblue"
"151",151,"Ilots de fraicheur","Non renseigné",48.8748548784377,2.40029813219905,"leaf","lightblue"
"152",152,"Ilots de fraicheur","Non renseigné",48.8899211429204,2.30798178227569,"leaf","lightblue"
"153",153,"Ilots de fraicheur","Non renseigné",48.8813377929725,2.29052329154947,"leaf","lightblue"
"154",154,"Ilots de fraicheur","Non renseigné",48.8364405985833,2.4534931465743,"leaf","lightblue"
"155",155,"Ilots de fraicheur","Non renseigné",48.8335659681315,2.31364134627253,"leaf","lightblue"
"156",156,"Ilots de fraicheur","Non renseigné",48.854567895125,2.24628592124,"leaf","lightblue"
"157",157,"Ilots de fraicheur","Non renseigné",48.882834148639,2.31061897967033,"leaf","lightblue"
"158",158,"Ilots de fraicheur","Non renseigné",48.8972020314464,2.34085845815987,"leaf","lightblue"
"159",159,"Ilots de fraicheur","Non renseigné",48.8448257342477,2.44317082829851,"leaf","lightblue"
"160",160,"Ilots de fraicheur","Non renseigné",48.8463201378822,2.31151287402439,"leaf","lightblue"
"161",161,"Ilots de fraicheur","Non renseigné",48.8183428310863,2.45382710631951,"leaf","lightblue"
"162",162,"Ilots de fraicheur","Non renseigné",48.8429896421804,2.42030232037336,"leaf","lightblue"
"163",163,"Ilots de fraicheur","Non renseigné",48.8957237352631,2.37674398234744,"leaf","lightblue"
"164",164,"Ilots de fraicheur","Non renseigné",48.8634538080234,2.26025036046914,"leaf","lightblue"
"165",165,"Ilots de fraicheur","Non renseigné",48.8875690146786,2.33027869951077,"leaf","lightblue"
"166",166,"Ilots de fraicheur","Non renseigné",48.8410988689251,2.28571340628424,"leaf","lightblue"
"167",167,"Ilots de fraicheur","Non renseigné",48.8864254928145,2.33698076465546,"leaf","lightblue"
"168",168,"Ilots de fraicheur","Non renseigné",48.8726892744529,2.2816736887202,"leaf","lightblue"
"169",169,"Ilots de fraicheur","Non renseigné",48.8596277981975,2.26539079835683,"leaf","lightblue"
"170",170,"Ilots de fraicheur","Non renseigné",48.8636455199171,2.38915479953492,"leaf","lightblue"
"171",171,"Ilots de fraicheur","Non renseigné",48.8645290262141,2.314787772898,"leaf","lightblue"
"172",172,"Ilots de fraicheur","Non renseigné",48.8504051213898,2.31199504449773,"leaf","lightblue"
"173",173,"Ilots de fraicheur","Non renseigné",48.8643798176668,2.23450563984382,"leaf","lightblue"
"174",174,"Ilots de fraicheur","Non renseigné",48.8302542700906,2.44222603011818,"leaf","lightblue"
"175",175,"Ilots de fraicheur","Non renseigné",48.8329398641834,2.41390165649766,"leaf","lightblue"
"176",176,"Ilots de fraicheur","Non renseigné",48.8421803171669,2.3877577550046,"leaf","lightblue"
"177",177,"Ilots de fraicheur","Non renseigné",48.8754316787065,2.25671595556997,"leaf","lightblue"
"178",178,"Ilots de fraicheur","Non renseigné",48.8691273593486,2.2643462410729,"leaf","lightblue"
"179",179,"Ilots de fraicheur","Non renseigné",48.8883775289908,2.29136373293001,"leaf","lightblue"
"180",180,"Ilots de fraicheur","Non renseigné",48.8503145913968,2.31365147436311,"leaf","lightblue"
"181",181,"Ilots de fraicheur","Non renseigné",48.8745251757563,2.35817194002016,"leaf","lightblue"
"182",182,"Ilots de fraicheur","Non renseigné",48.8735611978677,2.25909981807109,"leaf","lightblue"
"183",183,"Ilots de fraicheur","Non renseigné",48.8665970755957,2.3902214618069,"leaf","lightblue"
"184",184,"Ilots de fraicheur","Non renseigné",48.8755610041149,2.3549829753615,"leaf","lightblue"
"185",185,"Ilots de fraicheur","Non renseigné",48.8941029399517,2.31832118725481,"leaf","lightblue"
"186",186,"Ilots de fraicheur","Non renseigné",48.8852581010707,2.33855796387266,"leaf","lightblue"
"187",187,"Ilots de fraicheur","Non renseigné",48.8471135208444,2.3769135558058,"leaf","lightblue"
"188",188,"Ilots de fraicheur","Non renseigné",48.8712426827708,2.3847485808514,"leaf","lightblue"
"189",189,"Ilots de fraicheur","Non renseigné",48.8549335857921,2.38827338325745,"leaf","lightblue"
"190",190,"Ilots de fraicheur","Non renseigné",48.8441043000065,2.42254997252045,"leaf","lightblue"
"191",191,"Ilots de fraicheur","Non renseigné",48.8559908704207,2.29807566949296,"leaf","lightblue"
"192",192,"Ilots de fraicheur","Non renseigné",48.8478641129951,2.39585845659768,"leaf","lightblue"
"193",193,"Ilots de fraicheur","Non renseigné",48.8741692587138,2.25237264141015,"leaf","lightblue"
"194",194,"Ilots de fraicheur","Non renseigné",48.843396410217,2.33697477600003,"leaf","lightblue"
"195",195,"Ilots de fraicheur","Non renseigné",48.8441068333578,2.44138149879989,"leaf","lightblue"
"196",196,"Ilots de fraicheur","Non renseigné",48.8884828402219,2.33956806400088,"leaf","lightblue"
"197",197,"Ilots de fraicheur","Non renseigné",48.8351707469715,2.38247992756395,"leaf","lightblue"
"198",198,"Ilots de fraicheur","Non renseigné",48.8183177594226,2.35535714259684,"leaf","lightblue"
"199",199,"Ilots de fraicheur","Non renseigné",48.8378489159048,2.36401175935327,"leaf","lightblue"
"200",200,"Ilots de fraicheur","Non renseigné",48.8413301516817,2.27975726717221,"leaf","lightblue"
"201",201,"Ilots de fraicheur","Non renseigné",48.8342387229217,2.43169542125283,"leaf","lightblue"
"202",202,"Ilots de fraicheur","Non renseigné",48.8478460011686,2.35013793394759,"leaf","lightblue"
"203",203,"Ilots de fraicheur","Non renseigné",48.8240511616412,2.44231817967581,"leaf","lightblue"
"204",204,"Porte d'accès spectateurs","Non",48.8644034949,2.31041615325,"sign-in","maroon"
"205",205,"Ilots de fraicheur","Non renseigné",48.8190366321449,2.44664767300815,"leaf","lightblue"
"206",206,"Porte d'accès spectateurs","Non",48.9241320004304,2.35025794253577,"sign-in","maroon"
"207",207,"Ilots de fraicheur","Non renseigné",48.8829911200518,2.30956808168505,"leaf","lightblue"
"208",208,"Porte d'accès spectateurs","Non",48.8987951451704,2.36151863460891,"sign-in","maroon"
"209",209,"Ilots de fraicheur","Non renseigné",48.8185150330629,2.36028555149222,"leaf","lightblue"
"210",210,"Porte d'accès spectateurs","Non",48.8943674661173,2.23046368407475,"sign-in","maroon"
"211",211,"Ilots de fraicheur","Non renseigné",48.8253429815336,2.36923023855806,"leaf","lightblue"
"212",212,"Porte d'accès spectateurs","Non",48.8624090746788,2.31369788952862,"sign-in","maroon"
"213",213,"Ilots de fraicheur","Non renseigné",48.8261456640296,2.30119484807834,"leaf","lightblue"
"214",214,"Porte d'accès spectateurs","Non",48.8640592289665,2.32395214966092,"sign-in","maroon"
"215",215,"Ilots de fraicheur","Non renseigné",48.8526579984699,2.38156881978054,"leaf","lightblue"
"216",216,"Porte d'accès spectateurs","Non",48.8423190531107,2.25245864328028,"sign-in","maroon"
"217",217,"Ilots de fraicheur","Non renseigné",48.8329745254418,2.42564362107904,"leaf","lightblue"
"218",218,"Porte d'accès spectateurs","Non",48.8421300232902,2.25158294248502,"sign-in","maroon"
"219",219,"Ilots de fraicheur","Non renseigné",48.8858076599484,2.3925654413946,"leaf","lightblue"
"220",220,"Porte d'accès spectateurs","Non",48.8319207619157,2.28858635834884,"sign-in","maroon"
"221",221,"Ilots de fraicheur","Non renseigné",48.838024329285,2.42310361122264,"leaf","lightblue"
"222",222,"Porte d'accès spectateurs","Non",48.9251498645,2.36230491378,"sign-in","maroon"
"223",223,"Ilots de fraicheur","Non renseigné",48.8621804345215,2.26566198215784,"leaf","lightblue"
"224",224,"Porte d'accès spectateurs","Non",48.862938,2.313462,"sign-in","maroon"
"225",225,"Ilots de fraicheur","Non renseigné",48.8940581953342,2.34975347042529,"leaf","lightblue"
"226",226,"Porte d'accès spectateurs","Non",48.9260682262,2.36056088136,"sign-in","maroon"
"227",227,"Ilots de fraicheur","Non renseigné",48.8510173601615,2.40881444797124,"leaf","lightblue"
"228",228,"Porte d'accès spectateurs","Non",48.9228958453,2.35961863487,"sign-in","maroon"
"229",229,"Ilots de fraicheur","Non renseigné",48.8198640368698,2.35130010161874,"leaf","lightblue"
"230",230,"Porte d'accès spectateurs","Oui",48.8399613774439,2.37890440002786,"sign-in","maroon"
"231",231,"Ilots de fraicheur","Non renseigné",48.8759490395103,2.32038170147763,"leaf","lightblue"
"232",232,"Porte d'accès spectateurs","Non",48.9251498645,2.36230491378,"sign-in","maroon"
"233",233,"Ilots de fraicheur","Non renseigné",48.888970918481,2.36333482681153,"leaf","lightblue"
"234",234,"Porte d'accès spectateurs","Non",48.9256503643,2.36227272714,"sign-in","maroon"
"235",235,"Ilots de fraicheur","Non renseigné",48.837706431813,2.43388194380031,"leaf","lightblue"
"236",236,"Porte d'accès spectateurs","Non",48.9229434309,2.36091414115,"sign-in","maroon"
"237",237,"Ilots de fraicheur","Non renseigné",48.8748351223754,2.2741845332616,"leaf","lightblue"
"238",238,"Porte d'accès spectateurs","Non",48.8587232005585,2.29312726717249,"sign-in","maroon"
"239",239,"Ilots de fraicheur","Non renseigné",48.821627114656,2.43425850314148,"leaf","lightblue"
"240",240,"Porte d'accès spectateurs","Non",48.8632381178208,2.28743731766998,"sign-in","maroon"
"241",241,"Ilots de fraicheur","Non renseigné",48.8563155884118,2.25694213637863,"leaf","lightblue"
"242",242,"Porte d'accès spectateurs","Non",48.8571945628,2.29562498965,"sign-in","maroon"
"243",243,"Ilots de fraicheur","Non renseigné",48.8939964179439,2.38408485540597,"leaf","lightblue"
"244",244,"Porte d'accès spectateurs","Non",48.8667328803183,2.31371306905471,"sign-in","maroon"
"245",245,"Ilots de fraicheur","Non renseigné",48.8381354042052,2.44462213649054,"leaf","lightblue"
"246",246,"Porte d'accès spectateurs","Non",48.8624090746788,2.31369788952862,"sign-in","maroon"
"247",247,"Ilots de fraicheur","Non renseigné",48.8870100108145,2.29009895931024,"leaf","lightblue"
"248",248,"Porte d'accès spectateurs","Non",48.8650013126365,2.62789184170533,"sign-in","maroon"
"249",249,"Ilots de fraicheur","Non renseigné",48.8343031556344,2.44499114921795,"leaf","lightblue"
"250",250,"Porte d'accès spectateurs","Non",48.9356300387086,2.41905802760823,"sign-in","maroon"
"251",251,"Ilots de fraicheur","Non renseigné",48.8269339432552,2.42202434584172,"leaf","lightblue"
"252",252,"Porte d'accès spectateurs","Non",48.8640592289665,2.32395214966092,"sign-in","maroon"
"253",253,"Ilots de fraicheur","Non renseigné",48.8493375790345,2.34522845880501,"leaf","lightblue"
"254",254,"Porte d'accès spectateurs","Non",48.8640592289665,2.32395214966092,"sign-in","maroon"
"255",255,"Ilots de fraicheur","Non renseigné",48.8605610868615,2.25185165123329,"leaf","lightblue"
"256",256,"Porte d'accès spectateurs","Non",48.9722072715371,2.51978376578957,"sign-in","maroon"
"257",257,"Ilots de fraicheur","Non renseigné",48.8524991732441,2.37933454419055,"leaf","lightblue"
"258",258,"Porte d'accès spectateurs","Non",48.8423943473199,2.25272358290878,"sign-in","maroon"
"259",259,"Ilots de fraicheur","Non renseigné",48.8182291082909,2.44644750161165,"leaf","lightblue"
"260",260,"Porte d'accès spectateurs","Non",48.8480402661439,2.25069305492952,"sign-in","maroon"
"261",261,"Ilots de fraicheur","Non renseigné",48.8401855021671,2.43107510427438,"leaf","lightblue"
"262",262,"Porte d'accès spectateurs","Non",48.846804192248,2.25101409780507,"sign-in","maroon"
"263",263,"Ilots de fraicheur","Non renseigné",48.8219827284317,2.46382997958623,"leaf","lightblue"
"264",264,"Porte d'accès spectateurs","Non",48.8480347633334,2.24444267352135,"sign-in","maroon"
"265",265,"Ilots de fraicheur","Non renseigné",48.8790934412379,2.35902991351649,"leaf","lightblue"
"266",266,"Porte d'accès spectateurs","Non",48.8319207619157,2.28858635834884,"sign-in","maroon"
"267",267,"Ilots de fraicheur","Non renseigné",48.890311756336,2.29788778971593,"leaf","lightblue"
"268",268,"Porte d'accès spectateurs","Oui",48.8303235712117,2.29189987483011,"sign-in","maroon"
"269",269,"Ilots de fraicheur","Non renseigné",48.8783177671844,2.35174369058784,"leaf","lightblue"
"270",270,"Porte d'accès spectateurs","Non",48.8332075809359,2.28615462604123,"sign-in","maroon"
"271",271,"Ilots de fraicheur","Non renseigné",48.8970402862257,2.31790775319168,"leaf","lightblue"
"272",272,"Porte d'accès spectateurs","Oui",48.8303235712117,2.29189987483011,"sign-in","maroon"
"273",273,"Ilots de fraicheur","Non renseigné",48.8881989727858,2.33714729828371,"leaf","lightblue"
"274",274,"Porte d'accès spectateurs","Non",48.9258981074,2.35856033053,"sign-in","maroon"
"275",275,"Ilots de fraicheur","Non renseigné",48.8230611079769,2.36429753037499,"leaf","lightblue"
"276",276,"Porte d'accès spectateurs","Non",48.9241320004304,2.35025794253577,"sign-in","maroon"
"277",277,"Ilots de fraicheur","Non renseigné",48.8292832620366,2.38017155926832,"leaf","lightblue"
"278",278,"Porte d'accès spectateurs","Non",48.8372066849738,2.38072428589275,"sign-in","maroon"
"279",279,"Ilots de fraicheur","Non renseigné",48.8656590726845,2.41015030392781,"leaf","lightblue"
"280",280,"Porte d'accès spectateurs","Non",48.9256503643,2.36227272714,"sign-in","maroon"
"281",281,"Ilots de fraicheur","Non renseigné",48.8508901648604,2.40016721335692,"leaf","lightblue"
